code,event,participants
ARG,Gymnastics Women's Uneven Bars,7

ARG,Gymnastics Women's Balance Beam,7

ARG,Sailing Mixed Multihull,12

ARG,"Athletics Men's 1,500 metres",6

ARG,"Athletics Men's 5,000 metres",2

ARG,"Athletics Women's 3,000 metres Steeplechase",1

ARG,"Shooting Mixed Free Pistol, 50 metres",1

ARG,Rowing Men's Coxed Pairs,18

ARG,"Equestrianism Mixed Dressage, Individual",4

ARG,Rowing Men's Lightweight Double Sculls,6

ARG,Athletics Men's Hammer Throw,11

ARG,"Shooting Mixed Rapid-Fire Pistol, 25 metres",5

ARG,"Cycling Men's Mountainbike, Cross-Country",6

ARG,Athletics Women's Marathon,6

ARG,Boxing Men's Light-Middleweight,8

ARG,"Athletics Women's 5,000 metres",1

ARG,Swimming Women's 100 metres Butterfly,4

ARG,Judo Women's Middleweight,3

ARG,Boxing Men's Heavyweight,13

ARG,"Canoeing Men's Kayak Singles, 500 metres",5

ARG,"Canoeing Men's Kayak Doubles, 1,000 metres",4

ARG,"Canoeing Men's Kayak Singles, 1,000 metres",6

ARG,"Canoeing Men's Kayak Doubles, 200 metres",2

ARG,Taekwondo Men's Welterweight,1

ARG,Cycling Men's Madison,6

ARG,Cycling Men's Points Race,8

ARG,Weightlifting Men's Lightweight,5

ARG,Athletics Women's Hammer Throw,4

ARG,Bobsleigh Men's Four/Five,10

ARG,Cycling Men's 50 kilometres,4

ARG,Tennis Mixed Doubles,2

ARG,Luge Women's Singles,1

ARG,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",2

ARG,Cycling Women's BMX,3

ARG,Tennis Women's Singles,16

ARG,Boxing Men's Welterweight,15

ARG,Tennis Women's Doubles,14

ARG,Athletics Men's 110 metres Hurdles,6

ARG,Athletics Men's Shot Put,7

ARG,Rowing Men's Lightweight Coxless Fours,4

ARG,Athletics Women's 200 metres,4

ARG,Sailing Men's Windsurfer,8

ARG,Sailing Women's Windsurfer,6

ARG,Swimming Men's 200 metres Butterfly,5

ARG,Swimming Men's 200 metres Freestyle,4

ARG,Weightlifting Men's Featherweight,5

ARG,"Swimming Men's 1,500 metres Freestyle",13

ARG,Triathlon Men's Olympic Distance,5

ARG,"Canoeing Women's Kayak Singles, 500 metres",3

ARG,"Shooting Women's Air Rifle, 10 metres",4

ARG,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",2

ARG,Table Tennis Women's Doubles,2

ARG,Sailing Mixed 5.5 metres,6

ARG,Beach Volleyball Women's Beach Volleyball,4

ARG,Judo Men's Open Class,2

ARG,"Shooting Women's Air Pistol, 10 metres",2

ARG,"Shooting Women's Sporting Pistol, 25 metres",2

ARG,Athletics Women's Pole Vault,3

ARG,Judo Men's Half-Middleweight,9

ARG,Sailing Mixed Windsurfer,1

ARG,Rowing Women's Lightweight Double Sculls,6

ARG,Art Competitions Mixed Unknown Event,2

ARG,Freestyle Skiing Men's Aerials,2

ARG,"Cycling Men's Tandem Sprint, 2,000 metres",2

ARG,Shooting Men's Skeet,2

ARG,Shooting Women's Skeet,1

ARG,Biathlon Women's 7.5 kilometres Sprint,4

ARG,Biathlon Women's 15 kilometres,3

ARG,Skeleton Men's Skeleton,1

ARG,Diving Women's Springboard,6

ARG,Golf Men's Individual,2

ARG,"Athletics Women's 1,500 metres",1

ARG,"Athletics Women's 3,000 metres",1

ARG,"Athletics Women's 10,000 metres",1

ARG,Luge Men's Singles,6

ARG,"Wrestling Men's Welterweight, Greco-Roman",5

ARG,"Wrestling Men's Welterweight, Freestyle",5

ARG,Table Tennis Men's Doubles,4

ARG,"Equestrianism Men's Dressage, Individual",3

ARG,"Equestrianism Men's Dressage, Team",3

ARG,Swimming Men's 50 metres Freestyle,6

ARG,"Wrestling Men's Light-Heavyweight, Greco-Roman",3

ARG,Shooting Mixed Trap,2

ARG,Athletics Men's Javelin Throw,5

ARG,Sailing Mixed Two Person Dinghy,2

ARG,Taekwondo Men's Featherweight,2

ARG,Cross Country Skiing Men's 50 kilometres,2

ARG,Athletics Men's 50 kilometres Walk,4

ARG,Modern Pentathlon Women's Individual,1

ARG,Table Tennis Women's Singles,2

ARG,Weightlifting Women's Middleweight,2

ARG,Weightlifting Women's Heavyweight,1

ARG,Judo Women's Half-Middleweight,2

ARG,Sailing Men's Skiff,2

ARG,Weightlifting Men's Middle-Heavyweight,5

ARG,Judo Men's Half-Lightweight,5

ARG,Table Tennis Men's Singles,6

ARG,Taekwondo Women's Flyweight,1

ARG,Snowboarding Men's Giant Slalom,1

ARG,Athletics Women's Javelin Throw,1

ARG,"Wrestling Men's Featherweight, Freestyle",3

ARG,Judo Women's Half-Lightweight,3

ARG,"Canoeing Men's Kayak Singles, Slalom",1

ARG,Cycling Men's Individual Time Trial,2

ARG,Athletics Women's Shot Put,3

ARG,Swimming Men's 400 metres Individual Medley,1

ARG,"Shooting Men's Air Pistol, 10 metres",2

ARG,Sailing Women's Two Person Dinghy,10

ARG,Sailing Men's One Person Heavyweight Dinghy,1

ARG,Athletics Women's 800 metres,1

ARG,Judo Women's Extra-Lightweight,3

ARG,"Fencing Women's Sabre, Individual",2

ARG,Cycling Men's Omnium,1

ARG,"Wrestling Men's Heavyweight, Freestyle",2

ARG,"Shooting Mixed Running Target, 50 metres",1

ARG,Diving Women's Platform,3

ARG,Shooting Mixed Skeet,5

ARG,"Canoeing Men's Canadian Singles, Slalom",2

ARG,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",2

ARG,Synchronized Swimming Women's Duet,4

ARG,Taekwondo Women's Welterweight,2

ARG,Athletics Women's 80 metres Hurdles,1

ARG,Taekwondo Men's Flyweight,1

ARG,Figure Skating Men's Singles,1

ARG,"Wrestling Men's Flyweight, Greco-Roman",1

ARG,"Wrestling Men's Light-Heavyweight, Freestyle",1

ARG,"Canoeing Men's Kayak Singles, 200 metres",1

CUB,Diving Men's Platform,10

CUB,"Canoeing Men's Canadian Doubles, 500 metres",8

CUB,"Canoeing Men's Canadian Doubles, 1,000 metres",12

CUB,Judo Women's Half-Middleweight,7

CUB,"Wrestling Men's Flyweight, Freestyle",5

CUB,Basketball Men's Basketball,73

CUB,Rowing Men's Quadruple Sculls,17

CUB,Athletics Men's 4 x 400 metres Relay,29

CUB,Athletics Women's 400 metres,5

CUB,Athletics Women's 4 x 400 metres Relay,28

CUB,Boxing Men's Heavyweight,11

CUB,Athletics Women's 100 metres Hurdles,7

CUB,"Fencing Men's Foil, Individual",27

CUB,Handball Men's Handball,27

CUB,Weightlifting Men's Super-Heavyweight,5

CUB,Volleyball Women's Volleyball,87

CUB,Gymnastics Men's Individual All-Around,43

CUB,Gymnastics Men's Team All-Around,31

CUB,Gymnastics Men's Floor Exercise,43

CUB,Gymnastics Men's Horse Vault,41

CUB,Gymnastics Men's Parallel Bars,43

CUB,Gymnastics Men's Horizontal Bar,43

CUB,Gymnastics Men's Rings,43

CUB,Gymnastics Men's Pommelled Horse,43

CUB,Basketball Women's Basketball,48

CUB,Boxing Men's Light-Welterweight,12

CUB,"Canoeing Men's Canadian Singles, 1,000 metres",4

CUB,Athletics Women's Javelin Throw,17

CUB,Boxing Men's Lightweight,13

CUB,Athletics Men's 4 x 100 metres Relay,37

CUB,Boxing Men's Light-Flyweight,11

CUB,Boxing Men's Featherweight,10

CUB,Diving Men's Synchronized Platform,4

CUB,Baseball Men's Baseball,112

CUB,Taekwondo Men's Heavyweight,4

CUB,Athletics Women's Triple Jump,9

CUB,"Cycling Men's Road Race, Individual",17

CUB,Boxing Men's Welterweight,11

CUB,Boxing Men's Light-Heavyweight,10

CUB,Gymnastics Women's Individual All-Around,10

CUB,Gymnastics Women's Team All-Around,6

CUB,Gymnastics Women's Floor Exercise,10

CUB,Gymnastics Women's Horse Vault,10

CUB,Gymnastics Women's Uneven Bars,10

CUB,Gymnastics Women's Balance Beam,10

CUB,Athletics Women's Long Jump,9

CUB,"Fencing Women's Foil, Individual",14

CUB,"Fencing Women's Foil, Team",14

CUB,Athletics Men's 400 metres Hurdles,7

CUB,Rowing Men's Coxed Fours,25

CUB,Rowing Men's Coxed Eights,27

CUB,Boxing Men's Super-Heavyweight,7

CUB,Athletics Women's 100 metres,11

CUB,Athletics Women's 4 x 100 metres Relay,24

CUB,"Wrestling Men's Welterweight, Greco-Roman",9

CUB,Athletics Women's 800 metres,9

CUB,Water Polo Men's Water Polo,57

CUB,"Fencing Men's epee, Individual",21

CUB,"Fencing Men's epee, Team",21

CUB,"Wrestling Men's Light-Flyweight, Freestyle",3

CUB,Beach Volleyball Men's Beach Volleyball,6

CUB,Rowing Men's Coxless Fours,12

CUB,Boxing Men's Bantamweight,12

CUB,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",7

CUB,Weightlifting Men's Bantamweight,7

CUB,Softball Women's Softball,15

CUB,"Canoeing Women's Kayak Singles, 200 metres",2

CUB,"Canoeing Women's Kayak Singles, 500 metres",2

CUB,Athletics Men's 110 metres Hurdles,21

CUB,Table Tennis Men's Singles,7

CUB,Table Tennis Men's Doubles,4

CUB,Weightlifting Men's Lightweight,6

CUB,Weightlifting Men's Middleweight,11

CUB,Cycling Men's 100 kilometres Team Time Trial,8

CUB,"Cycling Men's Team Pursuit, 4,000 metres",12

CUB,"Wrestling Men's Light-Heavyweight, Freestyle",9

CUB,Judo Men's Half-Lightweight,6

CUB,Volleyball Men's Volleyball,83

CUB,Rowing Men's Lightweight Double Sculls,12

CUB,Archery Men's Individual,5

CUB,Judo Men's Half-Heavyweight,10

CUB,Judo Men's Half-Middleweight,5

CUB,"Wrestling Men's Middleweight, Greco-Roman",3

CUB,Judo Men's Middleweight,9

CUB,Athletics Men's Decathlon,10

CUB,"Wrestling Men's Featherweight, Greco-Roman",6

CUB,"Canoeing Men's Canadian Singles, 500 metres",4

CUB,Athletics Men's 100 metres,20

CUB,Athletics Women's Discus Throw,17

CUB,"Shooting Men's Air Pistol, 10 metres",3

CUB,"Shooting Men's Free Pistol, 50 metres",7

CUB,Weightlifting Men's Middle-Heavyweight,10

CUB,Weightlifting Men's Heavyweight,6

CUB,"Wrestling Men's Heavyweight, Freestyle",6

CUB,Athletics Women's Marathon,3

CUB,Judo Women's Heavyweight,7

CUB,Swimming Men's 100 metres Backstroke,6

CUB,Swimming Men's 200 metres Backstroke,7

CUB,Judo Women's Extra-Lightweight,7

CUB,Judo Women's Half-Lightweight,6

CUB,"Fencing Men's Foil, Team",30

CUB,Diving Men's Springboard,10

CUB,Diving Men's Synchronized Springboard,2

CUB,Athletics Men's Triple Jump,24

CUB,Weightlifting Men's Heavyweight I,1

CUB,Hockey Men's Hockey,16

CUB,"Wrestling Men's Lightweight, Freestyle",12

CUB,"Wrestling Men's Featherweight, Freestyle",8

CUB,Football Men's Football,29

CUB,Athletics Men's Pole Vault,3

CUB,Athletics Men's Javelin Throw,8

CUB,Judo Men's Heavyweight,6

CUB,Athletics Women's Pole Vault,4

CUB,"Shooting Women's Air Rifle, 10 metres",7

CUB,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",7

CUB,Cycling Men's Points Race,1

CUB,Rowing Men's Coxless Pairs,2

CUB,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",8

CUB,"Shooting Men's Rapid-Fire Pistol, 25 metres",10

CUB,Athletics Men's 20 kilometres Walk,1

CUB,Athletics Men's Long Jump,13

CUB,Rowing Men's Coxed Pairs,12

CUB,Boxing Men's Flyweight,12

CUB,Athletics Women's Heptathlon,5

CUB,Cycling Men's Team Sprint,3

CUB,Athletics Men's Marathon,6

CUB,Athletics Women's 200 metres,6

CUB,Weightlifting Men's Flyweight,3

CUB,Athletics Men's Discus Throw,16

CUB,Rowing Men's Single Sculls,5

CUB,Judo Women's Half-Heavyweight,6

CUB,Shooting Mixed Skeet,10

CUB,Athletics Men's High Jump,8

CUB,Weightlifting Men's Featherweight,5

CUB,Weightlifting Men's Heavyweight II,2

CUB,"Canoeing Men's Kayak Doubles, 1,000 metres",8

CUB,Sailing Mixed 6 metres,3

CUB,Athletics Men's 800 metres,8

CUB,Rowing Women's Single Sculls,3

CUB,"Wrestling Men's Lightweight, Greco-Roman",7

CUB,Athletics Men's 400 metres,15

CUB,"Canoeing Men's Kayak Singles, 500 metres",3

CUB,"Canoeing Men's Kayak Singles, 1,000 metres",4

CUB,Boxing Men's Middleweight,10

CUB,Judo Women's Middleweight,6

CUB,"Shooting Mixed Free Pistol, 50 metres",3

CUB,"Shooting Mixed Rapid-Fire Pistol, 25 metres",2

CUB,Athletics Women's High Jump,6

CUB,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",5

CUB,Athletics Women's Hammer Throw,11

CUB,Beach Volleyball Women's Beach Volleyball,8

CUB,Diving Women's Springboard,3

CUB,Art Competitions Mixed Music,3

CUB,Athletics Women's Shot Put,15

CUB,"Canoeing Men's Kayak Doubles, 500 metres",2

CUB,Weightlifting Men's Light-Heavyweight,10

CUB,Sailing Mixed One Person Dinghy,3

CUB,Sailing Mixed Two Person Keelboat,8

CUB,Sailing Mixed Two Person Dinghy,2

CUB,"Fencing Men's Sabre, Individual",19

CUB,"Fencing Men's Sabre, Team",18

CUB,"Wrestling Men's Super-Heavyweight, Greco-Roman",7

CUB,"Wrestling Men's Super-Heavyweight, Freestyle",5

CUB,Athletics Women's 80 metres Hurdles,3

CUB,Rowing Women's Lightweight Double Sculls,10

CUB,Boxing Men's Light-Middleweight,7

CUB,"Fencing Women's epee, Individual",7

CUB,"Fencing Women's epee, Team",6

CUB,"Shooting Men's Air Rifle, 10 metres",3

CUB,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",3

CUB,Judo Men's Lightweight,8

CUB,"Wrestling Men's Light-Heavyweight, Greco-Roman",6

CUB,"Wrestling Men's Heavyweight, Greco-Roman",6

CUB,"Fencing Women's Sabre, Individual",2

CUB,Swimming Men's 4 x 100 metres Medley Relay,4

CUB,Sailing Men's Two Person Dinghy,2

CUB,Swimming Men's 100 metres Freestyle,8

CUB,Swimming Men's 200 metres Freestyle,2

CUB,Swimming Men's 400 metres Freestyle,3

CUB,Modern Pentathlon Men's Individual,2

CUB,"Fencing Men's epee, Masters and Amateurs, Individual",1

CUB,Athletics Men's 200 metres,14

CUB,"Wrestling Men's Middleweight, Freestyle",7

CUB,Swimming Women's 200 metres Freestyle,2

CUB,"Canoeing Women's Kayak Doubles, 500 metres",2

CUB,Swimming Men's 50 metres Freestyle,3

CUB,"Wrestling Men's Bantamweight, Freestyle",7

CUB,Swimming Men's 100 metres Butterfly,1

CUB,"Wrestling Men's Welterweight, Freestyle",7

CUB,Swimming Women's 100 metres Backstroke,1

CUB,Swimming Women's 200 metres Backstroke,1

CUB,Judo Women's Lightweight,6

CUB,Swimming Men's 100 metres Breaststroke,2

CUB,Swimming Men's 200 metres Breaststroke,4

CUB,"Cycling Women's Road Race, Individual",6

CUB,Cycling Women's Points Race,3

CUB,Cycling Women's Sprint,3

CUB,Cycling Women's Keirin,2

CUB,Badminton Men's Singles,1

CUB,Athletics Women's 400 metres Hurdles,3

CUB,"Cycling Men's Individual Pursuit, 4,000 metres",3

CUB,Taekwondo Women's Heavyweight,2

CUB,Rowing Men's Double Sculls,6

CUB,Cycling Men's Sprint,4

CUB,"Cycling Men's 1,000 metres Time Trial",4

CUB,Judo Men's Open Class,1

CUB,Athletics Men's Hammer Throw,4

CUB,Taekwondo Women's Flyweight,3

CUB,"Wrestling Men's Bantamweight, Greco-Roman",4

CUB,"Swimming Men's 1,500 metres Freestyle",1

CUB,Archery Women's Individual,3

CUB,Swimming Men's 200 metres Individual Medley,1

CUB,Swimming Men's 400 metres Individual Medley,2

CUB,"Wrestling Men's Flyweight, Greco-Roman",2

CUB,Taekwondo Men's Welterweight,2

CUB,"Athletics Men's 1,500 metres",1

CUB,Cycling Women's Omnium,2

CUB,Diving Women's Platform,4

CUB,Modern Pentathlon Women's Individual,1

CUB,Taekwondo Women's Featherweight,1

CUB,Swimming Women's 100 metres Breaststroke,2

CUB,Swimming Women's 200 metres Breaststroke,2

CUB,Athletics Men's Shot Put,5

CUB,Sailing Women's Windsurfer,1

CUB,Synchronized Swimming Women's Duet,2

CUB,"Shooting Women's Air Pistol, 10 metres",4

CUB,"Shooting Women's Sporting Pistol, 25 metres",4

CUB,Judo Men's Extra-Lightweight,4

CUB,Shooting Men's Skeet,9

CUB,Table Tennis Women's Singles,3

CUB,Table Tennis Women's Doubles,4

CUB,"Cycling Men's Tandem Sprint, 2,000 metres",2

CUB,"Shooting Men's Running Target, 10 metres",1

CUB,Swimming Men's 200 metres Butterfly,1

CUB,Weightlifting Women's Middleweight,1

CUB,"Wrestling Men's Light-Flyweight, Greco-Roman",3

CUB,"Shooting Mixed Free Rifle, Three Positions, 300 metres",1

CUB,"Canoeing Men's Kayak Singles, 200 metres",1

CUB,"Wrestling Women's Middleweight, Freestyle",1

CUB,Taekwondo Men's Featherweight,1

BLR,"Canoeing Men's Kayak Fours, 1,000 metres",8

BLR,Athletics Women's Shot Put,12

BLR,Biathlon Men's 10 kilometres Sprint,24

BLR,Biathlon Men's 12.5 kilometres Pursuit,15

BLR,Biathlon Men's 20 kilometres,24

BLR,Biathlon Men's 4 x 7.5 kilometres Relay,24

BLR,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,4

BLR,"Wrestling Men's Flyweight, Greco-Roman",1

BLR,Athletics Men's Hammer Throw,16

BLR,Rhythmic Gymnastics Women's Group,35

BLR,Ice Hockey Men's Ice Hockey,69

BLR,Diving Women's Springboard,3

BLR,Football Men's Football,16

BLR,Athletics Men's 800 metres,2

BLR,Biathlon Women's 15 kilometres,24

BLR,Biathlon Women's 7.5 kilometres Sprint,24

BLR,Biathlon Women's 10 kilometres Pursuit,14

BLR,Biathlon Women's 4 x 6 kilometres Relay,12

BLR,Weightlifting Men's Light-Heavyweight,8

BLR,"Ski Jumping Men's Normal Hill, Individual",6

BLR,"Ski Jumping Men's Large Hill, Individual",6

BLR,Cross Country Skiing Women's 15 kilometres,11

BLR,Cross Country Skiing Women's 4 x 5 kilometres Relay,20

BLR,Basketball Women's Basketball,22

BLR,Boxing Men's Super-Heavyweight,2

BLR,Boxing Men's Light-Heavyweight,4

BLR,Modern Pentathlon Women's Individual,8

BLR,"Wrestling Men's Super-Heavyweight, Greco-Roman",4

BLR,Weightlifting Men's Heavyweight,2

BLR,Athletics Women's 800 metres,6

BLR,Boxing Men's Bantamweight,3

BLR,Athletics Women's Long Jump,8

BLR,Athletics Women's Heptathlon,6

BLR,Tennis Women's Singles,7

BLR,Tennis Women's Doubles,8

BLR,Tennis Mixed Doubles,2

BLR,Judo Men's Extra-Lightweight,3

BLR,"Canoeing Women's Kayak Fours, 500 metres",12

BLR,Athletics Women's 100 metres,3

BLR,Athletics Women's 4 x 100 metres Relay,12

BLR,Swimming Women's 4 x 100 metres Freestyle Relay,12

BLR,Swimming Women's 4 x 200 metres Freestyle Relay,4

BLR,Swimming Women's 100 metres Butterfly,3

BLR,Swimming Women's 200 metres Freestyle,3

BLR,Swimming Women's 400 metres Freestyle,1

BLR,"Shooting Men's Air Pistol, 10 metres",10

BLR,"Shooting Men's Free Pistol, 50 metres",10

BLR,"Wrestling Men's Welterweight, Freestyle",4

BLR,Weightlifting Women's Lightweight,2

BLR,Weightlifting Women's Middleweight,2

BLR,Weightlifting Women's Light-Heavyweight,5

BLR,Rowing Women's Coxed Eights,18

BLR,Weightlifting Men's Middle-Heavyweight,6

BLR,Judo Men's Half-Heavyweight,4

BLR,Athletics Women's 400 metres Hurdles,4

BLR,Gymnastics Men's Individual All-Around,22

BLR,Gymnastics Men's Team All-Around,19

BLR,Gymnastics Men's Floor Exercise,19

BLR,Gymnastics Men's Horse Vault,14

BLR,Gymnastics Men's Parallel Bars,20

BLR,Gymnastics Men's Horizontal Bar,19

BLR,Gymnastics Men's Rings,18

BLR,Gymnastics Men's Pommelled Horse,19

BLR,Rowing Men's Quadruple Sculls,13

BLR,Athletics Men's Shot Put,11

BLR,Rowing Women's Quadruple Sculls,4

BLR,Boxing Men's Featherweight,1

BLR,"Canoeing Women's Kayak Doubles, 500 metres",8

BLR,Rowing Women's Coxless Pairs,6

BLR,Rowing Women's Double Sculls,2

BLR,Athletics Women's Marathon,9

BLR,"Canoeing Men's Canadian Doubles, 500 metres",6

BLR,"Canoeing Men's Canadian Doubles, 1,000 metres",6

BLR,Gymnastics Women's Individual All-Around,16

BLR,Gymnastics Women's Team All-Around,13

BLR,Gymnastics Women's Floor Exercise,14

BLR,Gymnastics Women's Horse Vault,14

BLR,Gymnastics Women's Uneven Bars,14

BLR,Gymnastics Women's Balance Beam,15

BLR,Athletics Men's Triple Jump,7

BLR,"Cycling Men's Road Race, Individual",14

BLR,"Wrestling Men's Light-Heavyweight, Freestyle",4

BLR,Athletics Men's Long Jump,2

BLR,"Shooting Men's Air Rifle, 10 metres",10

BLR,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",12

BLR,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",12

BLR,Sailing Mixed Multihull,2

BLR,Athletics Women's 4 x 400 metres Relay,17

BLR,Tennis Men's Doubles,8

BLR,"Fencing Men's Sabre, Individual",9

BLR,"Fencing Men's Sabre, Team",7

BLR,Boxing Men's Light-Welterweight,2

BLR,"Shooting Women's Air Pistol, 10 metres",10

BLR,"Shooting Women's Sporting Pistol, 25 metres",10

BLR,"Speed Skating Women's 3,000 metres",2

BLR,"Speed Skating Women's 1,500 metres",1

BLR,Athletics Men's Discus Throw,9

BLR,Rhythmic Gymnastics Women's Individual,12

BLR,Athletics Men's 20 kilometres Walk,15

BLR,Badminton Women's Singles,3

BLR,Badminton Mixed Doubles,2

BLR,Weightlifting Men's Heavyweight I,1

BLR,Athletics Men's High Jump,6

BLR,Alpine Skiing Men's Downhill,1

BLR,Alpine Skiing Men's Super G,2

BLR,Alpine Skiing Men's Giant Slalom,1

BLR,Alpine Skiing Men's Slalom,1

BLR,Alpine Skiing Men's Combined,1

BLR,Freestyle Skiing Men's Aerials,21

BLR,"Wrestling Men's Featherweight, Greco-Roman",4

BLR,Figure Skating Men's Singles,3

BLR,Rowing Men's Coxless Fours,12

BLR,Weightlifting Men's Bantamweight,4

BLR,Sailing Men's Two Person Dinghy,4

BLR,"Wrestling Men's Heavyweight, Greco-Roman",5

BLR,Cross Country Skiing Women's 5 kilometres,8

BLR,Cross Country Skiing Women's 5/10 kilometres Pursuit,7

BLR,Cross Country Skiing Men's 10 kilometres,8

BLR,Cross Country Skiing Men's 30 kilometres,12

BLR,Cross Country Skiing Men's 10/15 kilometres Pursuit,6

BLR,Cross Country Skiing Men's 4 x 10 kilometres Relay,16

BLR,Cross Country Skiing Men's 50 kilometres,17

BLR,Cross Country Skiing Men's 10/10 kilometres Pursuit,4

BLR,Cross Country Skiing Men's 15 kilometres,11

BLR,Cross Country Skiing Men's 30 km Skiathlon,5

BLR,Cross Country Skiing Men's Team Sprint,2

BLR,Biathlon Women's 12.5 kilometres Mass Start,7

BLR,Modern Pentathlon Men's Individual,6

BLR,Athletics Women's 20 kilometres Walk,12

BLR,Sailing Women's One Person Dinghy,6

BLR,Cross Country Skiing Women's Sprint,8

BLR,Cross Country Skiing Women's 30 kilometres,16

BLR,Cross Country Skiing Women's 15 km Skiathlon,8
