code,games,participants
POL,1968 Summer,14

POL,2012 Summer,7

POL,2016 Summer,13

POL,1960 Summer,7

POL,1964 Summer,18

POL,2014 Winter,5

POL,1980 Summer,6

POL,1988 Summer,1

POL,1992 Summer,2

POL,1996 Summer,6

POL,2000 Summer,9

POL,2004 Summer,8

POL,1956 Summer,7

POL,1932 Summer,3

POL,1928 Summer,1

POL,2006 Winter,1

POL,2010 Winter,6

POL,1936 Summer,3

POL,2008 Summer,4

POL,1960 Winter,2

POL,1972 Summer,2

POL,1976 Summer,1

CRC,1996 Summer,1

CRC,2000 Summer,2

CRC,1988 Summer,1

GEO,2008 Summer,1

SLO,1996 Summer,1

SLO,2004 Summer,2

SLO,1994 Winter,2

SLO,2014 Winter,4

SLO,2008 Summer,2

SLO,2010 Winter,3

SLO,2016 Summer,2

SLO,2012 Summer,1

CRO,2016 Summer,3

CRO,2002 Winter,4

CRO,2006 Winter,2

CRO,2008 Summer,4

CRO,2012 Summer,2

NZL,2008 Summer,3

NZL,2012 Summer,9

NZL,2016 Summer,25

NZL,1964 Summer,1

NZL,1996 Summer,3

NZL,1992 Winter,1

NZL,1992 Summer,5

NZL,2004 Summer,3

NZL,1988 Summer,4

NZL,2000 Summer,1

NZL,1952 Summer,2

POR,2008 Summer,1

POR,2016 Summer,1

POR,1984 Summer,1

POR,1988 Summer,1

POR,1996 Summer,1

POR,2000 Summer,1

VEN,2004 Summer,1

VEN,2008 Summer,1

VEN,2016 Summer,2

COL,2012 Summer,4

COL,2016 Summer,4

COL,2004 Summer,2

COL,2008 Summer,1

COL,1992 Summer,1

COL,2000 Summer,1

PER,1988 Summer,12

PUR,2016 Summer,1

TCH,1936 Summer,8

TCH,1980 Summer,17

TCH,1952 Summer,9

TCH,1956 Summer,2

TCH,1960 Summer,8

TCH,1964 Summer,9

TCH,1968 Summer,13

TCH,1984 Winter,6

TCH,1972 Summer,2

TCH,1976 Summer,1

TCH,1948 Summer,8

TCH,1980 Winter,1

TCH,1968 Winter,1

TCH,1988 Summer,2

TCH,1972 Winter,1

TCH,1920 Summer,1

CZE,2012 Summer,6

CZE,1996 Summer,5

CZE,2000 Summer,1

CZE,2016 Summer,5

CZE,2004 Summer,4

CZE,2008 Summer,3

CZE,1998 Winter,2

CZE,2002 Winter,2

CZE,2006 Winter,2

CZE,2010 Winter,4

CZE,2014 Winter,6

JAM,2004 Summer,12

JAM,2000 Summer,16

JAM,2012 Summer,14

JAM,2008 Summer,12

JAM,2016 Summer,16

JAM,1992 Summer,3

JAM,1996 Summer,9

JAM,1988 Summer,1

JAM,1980 Summer,1

JAM,1984 Summer,2

MGL,1992 Summer,1

MGL,2016 Summer,1

MGL,2008 Summer,1

MGL,2012 Summer,1

AUT,1912 Summer,4

AUT,2004 Summer,2

AUT,1948 Summer,4

AUT,1928 Winter,3

AUT,1932 Winter,1

AUT,1998 Winter,5

AUT,2006 Winter,6

AUT,1972 Winter,4

AUT,2014 Winter,8

AUT,1994 Winter,4

AUT,1924 Winter,2

AUT,2010 Winter,6

AUT,1956 Winter,5

AUT,2016 Summer,1

AUT,2002 Winter,2

AUT,2000 Summer,1

AUT,1972 Summer,1

AUT,1964 Winter,5

AUT,1968 Winter,2

AUT,1948 Winter,6

AUT,1960 Winter,1

AUT,1968 Summer,2

AUT,1952 Winter,2

AUT,2008 Summer,2

AUT,1996 Summer,1

AUT,1992 Winter,8

AUT,1952 Summer,1

AUT,1980 Summer,1

AUT,1980 Winter,1

AUT,1932 Summer,1

AUT,1936 Summer,1

AUT,1936 Winter,1

AUT,1976 Winter,1

AUT,1988 Winter,2

LTU,2012 Summer,2

LTU,2000 Summer,4

LTU,2004 Summer,1

LTU,2016 Summer,2

LTU,2008 Summer,1

ISL,2000 Summer,1

KOR,2008 Summer,31

KOR,1998 Winter,7

KOR,1976 Summer,12

KOR,1992 Summer,28

KOR,1996 Summer,47

KOR,2006 Winter,8

KOR,2016 Summer,12

KOR,1984 Summer,26

KOR,1988 Summer,36

KOR,2002 Winter,7

KOR,2012 Summer,15

KOR,2004 Summer,30

KOR,2000 Summer,14

KOR,2014 Winter,11

KOR,1994 Winter,6

KOR,2010 Winter,5

THA,2004 Summer,5

THA,2008 Summer,2

THA,2012 Summer,2

THA,2016 Summer,4

THA,2000 Summer,1

ANZ,1912 Summer,2

SCG,1996 Summer,2

SCG,2000 Summer,1

SCG,2004 Summer,1

IOA,1992 Summer,2

MDA,2012 Summer,1

YUG,1980 Summer,26

YUG,1984 Summer,15

YUG,1988 Summer,16

YUG,1968 Summer,2

YUG,1988 Winter,1

BAH,1996 Summer,5

BAH,2000 Summer,6

BAH,2004 Summer,2

BAH,2016 Summer,1

SRB,2016 Summer,26

SRB,2012 Summer,2

MOZ,1996 Summer,1

MOZ,2000 Summer,1

SVK,2012 Summer,2

SVK,2004 Summer,1

SVK,2008 Summer,2

SVK,2010 Winter,2

SVK,2014 Winter,1

SVK,2000 Summer,2

PRK,2008 Summer,5

PRK,2012 Summer,3

PRK,2016 Summer,4

PRK,1964 Winter,1

PRK,1972 Summer,11

