code,games,participants
ITA,1980 Winter,3

ITA,1968 Summer,8

ITA,1984 Summer,4

ITA,1988 Winter,1

ITA,1994 Winter,4

ITA,2014 Winter,1

ITA,2010 Winter,1

ITA,1900 Summer,2

ITA,1912 Summer,1

ITA,1976 Winter,1

AZE,1996 Summer,1

AZE,2008 Summer,2

AZE,2012 Summer,1

AZE,2016 Summer,6

SUD,2008 Summer,1

RUS,2012 Summer,10

RUS,2016 Summer,9

RUS,2008 Summer,14

RUS,2004 Summer,11

RUS,2014 Winter,14

RUS,2002 Winter,2

RUS,2000 Summer,36

RUS,1996 Summer,31

RUS,1998 Winter,24

RUS,1994 Winter,8

RUS,2006 Winter,11

RUS,1912 Summer,5

RUS,1908 Summer,2

RUS,2010 Winter,3

ARG,1996 Summer,19

ARG,1932 Summer,1

ARG,1928 Summer,18

ARG,1924 Summer,3

ARG,1960 Summer,3

ARG,2016 Summer,1

ARG,1972 Summer,1

ARG,1948 Summer,6

ARG,2000 Summer,1

ARG,1952 Summer,2

ARG,1936 Summer,1

ARG,1964 Summer,1

ARG,1956 Summer,1

CUB,2000 Summer,32

CUB,1976 Summer,4

CUB,2004 Summer,5

CUB,1980 Summer,7

CUB,2008 Summer,28

CUB,1992 Summer,12

CUB,1972 Summer,1

CUB,1948 Summer,2

CUB,1996 Summer,6

CUB,1964 Summer,1

CUB,1968 Summer,6

CUB,1900 Summer,1

CUB,2012 Summer,1

CUB,2016 Summer,1

BLR,2004 Summer,3

BLR,1996 Summer,5

BLR,2000 Summer,1

BLR,2012 Summer,4

BLR,2006 Winter,1

BLR,2008 Summer,3

BLR,2010 Winter,1

BLR,2016 Summer,2

BLR,1994 Winter,1

GRE,1896 Summer,18

GRE,1906 Summer,46

GRE,1908 Summer,3

GRE,1972 Summer,2

GRE,2016 Summer,1

GRE,2004 Summer,2

GRE,1996 Summer,3

GRE,2000 Summer,3

GRE,1920 Summer,5

GRE,2008 Summer,3

GRE,1984 Summer,1

CMR,1968 Summer,1

TUR,1964 Summer,3

TUR,1972 Summer,1

TUR,1948 Summer,4

TUR,1992 Summer,2

TUR,1996 Summer,1

TUR,1956 Summer,2

TUR,2004 Summer,3

TUR,1988 Summer,1

TUR,2016 Summer,3

TUR,1960 Summer,2

CHI,1952 Summer,4

CHI,1988 Summer,1

CHI,2008 Summer,1

CHI,1928 Summer,1

CHI,1956 Summer,1

MEX,1984 Summer,3

MEX,1932 Summer,2

MEX,1952 Summer,1

MEX,2012 Summer,2

MEX,1968 Summer,2

MEX,1980 Summer,1

MEX,2000 Summer,2

MEX,1992 Summer,1

MEX,2004 Summer,1

MEX,2016 Summer,1

MEX,1948 Summer,1

MEX,1972 Summer,1

URS,1972 Summer,41

URS,1960 Summer,56

URS,1976 Summer,59

URS,1964 Summer,42

URS,1980 Summer,92

URS,1980 Winter,24

URS,1988 Summer,57

URS,1952 Summer,45

URS,1968 Summer,57

URS,1956 Summer,40

URS,1984 Winter,12

URS,1976 Winter,5

URS,1972 Winter,3

URS,1988 Winter,9

URS,1968 Winter,3

URS,1956 Winter,1

URS,1964 Winter,4

URS,1960 Winter,1

HUN,1992 Summer,20

HUN,1996 Summer,9

HUN,1912 Summer,17

HUN,1972 Summer,39

HUN,1968 Summer,13

HUN,1976 Summer,4

HUN,1980 Summer,12

HUN,2000 Summer,2

HUN,1956 Summer,12

HUN,1928 Summer,11

HUN,1952 Summer,6

HUN,1924 Summer,12

HUN,1936 Summer,1

HUN,2004 Summer,7

HUN,1948 Summer,17

HUN,2008 Summer,4

HUN,2016 Summer,2

HUN,1896 Summer,1

HUN,1906 Summer,5

HUN,1964 Summer,5

HUN,1988 Summer,4

HUN,1960 Summer,11

HUN,2012 Summer,6

HUN,1932 Summer,5

HUN,1948 Winter,1

HUN,1904 Summer,1

HUN,1908 Summer,7

HUN,1980 Winter,1

HUN,1900 Summer,2

NGR,2008 Summer,16

NGR,1992 Summer,7

NGR,1984 Summer,1

ALG,2008 Summer,1

ALG,2016 Summer,2

ALG,2000 Summer,1

PAK,1964 Summer,16

PAK,1972 Summer,15

PAK,1956 Summer,14

UAR,1960 Summer,1

LIB,1952 Summer,1

LIB,1972 Summer,1

QAT,2016 Summer,1

MAS,2016 Summer,4

MAS,1996 Summer,2

MAS,2008 Summer,1

MAS,2012 Summer,1

GER,2002 Winter,14

GER,2006 Winter,10

GER,2010 Winter,15

GER,1960 Summer,23

GER,1964 Summer,39

GER,1932 Summer,25

GER,1900 Summer,20

GER,1956 Summer,13

GER,1936 Summer,61

GER,1996 Summer,17

GER,2000 Summer,17

GER,2004 Summer,32

GER,1906 Summer,10

GER,1936 Winter,2

GER,1992 Summer,18

GER,1952 Summer,9

GER,2016 Summer,27

GER,1960 Winter,2

GER,1964 Winter,2

GER,1908 Summer,10

GER,1928 Summer,15

GER,2012 Summer,10

GER,2014 Winter,9

GER,2008 Summer,12

GER,1904 Summer,5

GER,1912 Summer,14

GER,1896 Summer,5

GER,1992 Winter,10

GER,1994 Winter,2

GER,1998 Winter,4

CAN,1936 Summer,12

CAN,1960 Summer,9

CAN,1992 Winter,28

CAN,1994 Winter,23

CAN,1960 Winter,17

CAN,2004 Summer,7

CAN,1904 Summer,9

CAN,1928 Summer,4

CAN,1924 Summer,19

CAN,2002 Winter,6

CAN,1984 Summer,14

CAN,1908 Summer,8

CAN,2006 Winter,14

CAN,1948 Summer,2

CAN,2012 Summer,11

CAN,1980 Winter,1

CAN,1956 Winter,1

CAN,1996 Summer,8

CAN,1912 Summer,2

CAN,2008 Summer,9

CAN,2014 Winter,10

CAN,1932 Summer,8

CAN,1964 Summer,2

CAN,1988 Summer,5

CAN,2016 Summer,1

CAN,1936 Winter,13

CAN,1976 Summer,8

CAN,2000 Summer,1

CAN,1920 Summer,3

CAN,1952 Summer,3

CAN,1998 Winter,7

CAN,1956 Summer,9

CAN,1932 Winter,1

CAN,1968 Summer,1

CAN,1992 Summer,3

CAN,1906 Summer,1

CAN,1984 Winter,1

CAN,1988 Winter,1

CAN,1964 Winter,1

CAN,1972 Summer,1

CAN,2010 Winter,1

IRL,2008 Summer,1

IRL,1992 Summer,1

IRL,1952 Summer,1

IRL,2012 Summer,1

IRL,2016 Summer,2

IRL,1956 Summer,1

IRL,1984 Summer,1

IRL,1980 Summer,2

IRL,1924 Summer,1

AUS,1992 Summer,24

AUS,2004 Summer,45

AUS,1988 Summer,5

AUS,2008 Summer,20

AUS,1948 Summer,4

AUS,2000 Summer,37

AUS,1920 Summer,6

AUS,1924 Summer,5

AUS,2010 Winter,1

AUS,2016 Summer,20

AUS,1976 Summer,15

AUS,1984 Summer,12

AUS,1960 Summer,11

AUS,2012 Summer,13

AUS,1996 Summer,6

AUS,1928 Summer,2

AUS,1972 Summer,4

AUS,1952 Summer,2

AUS,1968 Summer,28

AUS,1956 Summer,11

AUS,1904 Summer,3

AUS,1980 Summer,2

AUS,2014 Winter,1

RSA,1924 Summer,1

RSA,1960 Summer,1

RSA,1920 Summer,12

RSA,2016 Summer,6

RSA,1936 Summer,1

RSA,1952 Summer,7

RSA,1992 Summer,2

RSA,1912 Summer,2

RSA,1908 Summer,1

RSA,2012 Summer,1

RSA,2008 Summer,1

RSA,2004 Summer,2

RSA,2000 Summer,1

RSA,1996 Summer,1

RSA,1948 Summer,2

TAN,1980 Summer,2

TUN,1964 Summer,1

TUN,1972 Summer,1

BEL,1920 Summer,65

BEL,1924 Summer,30

BEL,1952 Summer,3

BEL,2016 Summer,17

BEL,1908 Summer,24

BEL,1900 Summer,24

BEL,2012 Summer,1

BEL,1984 Summer,2

BEL,2000 Summer,3

BEL,1906 Summer,3

BEL,1996 Summer,1

BEL,1948 Winter,4

BEL,1972 Summer,2

BEL,1956 Summer,2

BEL,1960 Summer,2

BEL,1948 Summer,2

BEL,1968 Summer,1

BEL,1928 Summer,1

BEL,1976 Summer,3

BEL,1912 Summer,1

KAZ,2000 Summer,4

KAZ,1996 Summer,4

KAZ,2004 Summer,4

KAZ,2016 Summer,3

KAZ,2012 Summer,1

KAZ,1994 Winter,2

KAZ,2008 Summer,2

IND,1960 Summer,13

IND,2012 Summer,2

IND,1900 Summer,2

IND,2004 Summer,1

KSA,2000 Summer,1

SYR,1984 Summer,1

ETH,2004 Summer,2

ETH,2012 Summer,1

ETH,2016 Summer,1

ETH,2008 Summer,1

ETH,1968 Summer,1

INA,1992 Summer,3

INA,2000 Summer,2

INA,2016 Summer,1

INA,2012 Summer,1

INA,2008 Summer,1

PHI,1996 Summer,1

PHI,1964 Summer,1

SGP,1960 Summer,1

UZB,1996 Summer,1

UZB,2016 Summer,2

UZB,2004 Summer,1

UZB,2008 Summer,2

UZB,2000 Summer,1

KGZ,2008 Summer,1

TJK,2008 Summer,1

EUN,1992 Summer,38

EUN,1992 Winter,5

JPN,1956 Summer,15

JPN,1984 Summer,8

JPN,1928 Summer,5

JPN,2008 Summer,13

JPN,2012 Summer,18

JPN,2016 Summer,12

JPN,1964 Summer,5

JPN,1968 Summer,16

JPN,1960 Summer,10

JPN,1996 Summer,22

JPN,1998 Winter,1

JPN,2004 Summer,7

JPN,1952 Summer,9

JPN,1932 Summer,16

JPN,1994 Winter,5

JPN,1936 Summer,4

JPN,2014 Winter,3

JPN,1972 Summer,7

JPN,1956 Winter,1

JPN,1992 Summer,4

JPN,1920 Summer,3

JPN,1976 Summer,6

JPN,1984 Winter,1

JPN,1972 Winter,1

JPN,1992 Winter,1

JPN,1988 Summer,2

JPN,2010 Winter,1

JPN,2000 Summer,2

JPN,2002 Winter,1

JPN,1980 Winter,1

SUI,1924 Summer,25

SUI,1984 Summer,7

SUI,1994 Winter,7

SUI,1936 Winter,6

SUI,2002 Winter,2

SUI,2000 Summer,5

SUI,1936 Summer,23

SUI,1976 Winter,6

SUI,1980 Winter,4

SUI,1972 Summer,8

SUI,2014 Winter,3

SUI,1952 Summer,19

SUI,1988 Summer,5

SUI,1928 Summer,10

SUI,1972 Winter,3

SUI,1960 Summer,6

SUI,2008 Summer,1

SUI,1932 Winter,2

SUI,1964 Summer,3

SUI,1920 Summer,2

SUI,1998 Winter,5

SUI,1900 Summer,3

SUI,1948 Summer,25

SUI,1968 Summer,3

SUI,1948 Winter,4

SUI,1968 Winter,2

SUI,2012 Summer,2

SUI,1956 Winter,1

SUI,1996 Summer,2

SUI,1988 Winter,4

SUI,2006 Winter,2

SUI,1976 Summer,1

SUI,2004 Summer,2

SUI,1932 Summer,1

SUI,1984 Winter,1

SUI,1906 Summer,3

SUI,1896 Summer,2

BRA,1984 Summer,33

BRA,1988 Summer,17

BRA,2012 Summer,34

BRA,2008 Summer,16

BRA,1992 Summer,1

BRA,1996 Summer,1

BRA,2000 Summer,10

BRA,1920 Summer,1

BRA,2016 Summer,6

BRA,1968 Summer,1

FRG,1976 Summer,19

FRG,1984 Winter,1

FRG,1988 Winter,6

FRG,1968 Winter,2

FRG,1972 Winter,2

FRG,1984 Summer,52

FRG,1972 Summer,14

FRG,1988 Summer,34

FRG,1976 Winter,6

FRG,1968 Summer,14

GDR,1980 Summer,55

GDR,1988 Summer,35

GDR,1968 Summer,11

GDR,1988 Winter,9

GDR,1976 Summer,18

GDR,1972 Summer,34

GDR,1976 Winter,3

GDR,1980 Winter,9

GDR,1972 Winter,2

GDR,1968 Winter,1

GDR,1984 Winter,8

URU,1948 Summer,1

URU,2000 Summer,1

SWE,1912 Summer,60

SWE,2004 Summer,4

SWE,1928 Winter,13

SWE,1920 Summer,37

SWE,1924 Winter,8

SWE,1932 Summer,7

SWE,1952 Summer,24

SWE,2014 Winter,26

SWE,1936 Summer,11

SWE,1948 Summer,15

SWE,1964 Winter,18

SWE,1968 Winter,4

SWE,2012 Summer,15

SWE,1992 Summer,25

SWE,1996 Summer,23

SWE,2000 Summer,18

SWE,1908 Summer,18

SWE,1956 Summer,8

SWE,2008 Summer,4

SWE,1984 Summer,14

SWE,1928 Summer,8

SWE,1924 Summer,22

SWE,1972 Winter,1

SWE,1980 Summer,2

SWE,1988 Summer,3

SWE,1948 Winter,3

SWE,1956 Winter,4

SWE,1936 Winter,2

SWE,2016 Summer,3

SWE,1932 Winter,2

SWE,1984 Winter,2

SWE,1960 Winter,2

SWE,1972 Summer,9

SWE,1998 Winter,1

SWE,1964 Summer,4

SWE,1906 Summer,5

SWE,1960 Summer,1

SWE,1968 Summer,4

SWE,2002 Winter,1

ISV,1988 Summer,1

SRI,1948 Summer,1

ARM,2016 Summer,3

ARM,2012 Summer,1

ARM,1996 Summer,1

CIV,1984 Summer,1

KEN,1968 Summer,7

KEN,1992 Summer,4

KEN,1996 Summer,3

KEN,2000 Summer,3

KEN,1972 Summer,3

KEN,2008 Summer,1

KEN,2004 Summer,2

KEN,2012 Summer,1

KEN,1988 Summer,2

KEN,2016 Summer,3

UKR,2012 Summer,3

UKR,2016 Summer,4

UKR,2000 Summer,15

UKR,2008 Summer,3

UKR,2004 Summer,4

GBR,1924 Summer,21

GBR,1980 Summer,13

GBR,1984 Summer,14

GBR,1948 Summer,38

GBR,1996 Summer,15

GBR,1920 Summer,33

GBR,1908 Summer,127

GBR,1960 Summer,7

GBR,1988 Summer,13

GBR,1968 Summer,2

GBR,1900 Summer,34

GBR,2014 Winter,4

GBR,1924 Winter,4

GBR,2000 Summer,13

GBR,1928 Summer,20

GBR,1976 Summer,15

GBR,1936 Summer,11

GBR,1912 Summer,63

GBR,1964 Summer,17

GBR,2012 Summer,18

GBR,2016 Summer,35

GBR,1906 Summer,22

GBR,1956 Summer,11

GBR,1932 Summer,11

GBR,2004 Summer,15

GBR,1952 Summer,1

GBR,1904 Summer,1

GBR,2008 Summer,17

GBR,1896 Summer,3

GBR,1972 Summer,8

GBR,1992 Summer,2

GHA,1960 Summer,1

LAT,1936 Summer,1

LAT,1932 Summer,1

LAT,2014 Winter,5

LAT,2010 Winter,3

LAT,2000 Summer,1

LAT,1992 Summer,2

LAT,1996 Summer,1

LAT,2008 Summer,1

LAT,2004 Summer,3

NIG,2016 Summer,1

POL,1992 Summer,22

POL,1960 Summer,9

POL,2008 Summer,10

POL,1952 Summer,2

POL,1928 Summer,3

POL,2000 Summer,5

POL,1972 Summer,7

POL,1976 Summer,29

POL,1980 Summer,22

POL,1932 Summer,3

POL,1988 Summer,9

POL,1964 Summer,10

POL,1996 Summer,7

POL,1968 Summer,2

POL,1936 Summer,4

POL,1956 Summer,9

POL,1924 Summer,4

POL,2016 Summer,1

POL,2002 Winter,1

POL,2010 Winter,2

POL,2006 Winter,1

GEO,2004 Summer,2

GEO,2012 Summer,3

GEO,2016 Summer,1

SLO,2004 Summer,2

SLO,2016 Summer,2

SLO,2014 Winter,2

SLO,2012 Summer,1

SLO,1996 Summer,1

SLO,2008 Summer,1

CRO,1992 Summer,12

CRO,2016 Summer,15

CRO,1996 Summer,12

CRO,2004 Summer,3

CRO,2006 Winter,1

CRO,2010 Winter,2

CRO,2014 Winter,1

CRO,2012 Summer,4

CRO,2008 Summer,1

NZL,1984 Summer,1

NZL,2012 Summer,2

NZL,1972 Summer,4

NZL,1992 Summer,6

NZL,2016 Summer,3

NZL,2004 Summer,2

NZL,1988 Summer,4

NZL,1976 Summer,1

NZL,2008 Summer,2

NZL,1932 Summer,2

POR,1948 Summer,2

POR,1976 Summer,2

POR,2004 Summer,2

POR,2012 Summer,2

POR,1960 Summer,2

PAR,2004 Summer,17

VEN,1976 Summer,1

VEN,1980 Summer,1

COL,1972 Summer,1

COL,1984 Summer,1

COL,2012 Summer,2

COL,1900 Summer,1

COL,2016 Summer,1

COL,2008 Summer,1

PER,1984 Summer,1

PER,1992 Summer,1

PUR,2012 Summer,1

PUR,1984 Summer,1

UGA,1980 Summer,1

UGA,1968 Summer,1

UGA,1972 Summer,1

ECU,2008 Summer,1

TCH,1976 Summer,4

TCH,1976 Winter,19

TCH,1988 Summer,2

TCH,1984 Winter,20

TCH,1972 Summer,20

TCH,1948 Winter,17

TCH,1964 Summer,31

TCH,1952 Summer,4

TCH,1980 Summer,1

TCH,1968 Winter,19

TCH,1992 Summer,3

TCH,1960 Winter,1

TCH,1928 Summer,12

TCH,1956 Summer,4

TCH,1948 Summer,3

TCH,1936 Summer,4

TCH,1924 Summer,4

TCH,1988 Winter,1

TCH,1932 Summer,3

LUX,1920 Summer,1

LUX,1992 Winter,2

LUX,1924 Summer,1

CZE,2006 Winter,1

CZE,2016 Summer,2

CZE,2004 Summer,4

CZE,2012 Summer,2

CZE,2000 Summer,3

CZE,2014 Winter,3

CZE,1996 Summer,3

CZE,2008 Summer,3

TTO,2012 Summer,4

TTO,2000 Summer,1

TTO,1964 Summer,1

TTO,2008 Summer,1

TTO,1948 Summer,1

DOM,2008 Summer,1

DOM,2012 Summer,1

JAM,2016 Summer,5

JAM,2000 Summer,6

JAM,1996 Summer,1

JAM,2012 Summer,2

JAM,1988 Summer,6

JAM,1984 Summer,5

JAM,1992 Summer,1

JAM,2004 Summer,1

JAM,1948 Summer,2

JAM,1952 Summer,3

JAM,1968 Summer,1

JAM,1976 Summer,1

