code,games,participants
TUR,2006 Winter,7

TUR,2010 Winter,6

TUR,1992 Summer,8

TUR,1960 Summer,4

TUR,1972 Summer,1

TUR,1976 Summer,1

TUR,1948 Summer,1

CHI,2016 Summer,21

CHI,1956 Summer,2

CHI,1960 Summer,1

CHI,2006 Winter,5

CHI,2010 Winter,5

CHI,2014 Winter,6

CHI,1972 Summer,2

CHI,2002 Winter,3

CHI,2000 Summer,8

CHI,2012 Summer,18

CHI,1996 Summer,6

CHI,2008 Summer,7

CHI,1988 Summer,1

CHI,1948 Summer,8

CHI,1952 Summer,5

CHI,2004 Summer,8

CHI,1936 Summer,1

CHI,1992 Summer,3

CHI,1968 Summer,2

CHI,1984 Summer,4

CHI,1968 Winter,2

MEX,2016 Summer,56

MEX,2008 Summer,51

MEX,2012 Summer,45

MEX,1960 Summer,13

MEX,1996 Summer,31

MEX,2004 Summer,67

MEX,1988 Summer,29

MEX,1992 Summer,38

MEX,2000 Summer,34

MEX,1972 Summer,71

MEX,1968 Summer,103

MEX,1992 Winter,7

MEX,1956 Summer,3

MEX,1976 Summer,15

MEX,1948 Summer,9

MEX,1964 Summer,6

MEX,1984 Summer,41

MEX,1980 Summer,24

MEX,1988 Winter,1

MEX,1932 Summer,2

MEX,1952 Summer,3

URS,1980 Summer,217

URS,1988 Summer,231

URS,1964 Summer,113

URS,1964 Winter,34

URS,1968 Winter,39

URS,1976 Summer,189

URS,1952 Summer,97

URS,1968 Summer,123

URS,1980 Winter,36

URS,1984 Winter,42

URS,1976 Winter,35

URS,1988 Winter,41

URS,1956 Winter,13

URS,1956 Summer,78

URS,1960 Summer,99

URS,1960 Winter,30

URS,1972 Summer,134

URS,1972 Winter,39

NCA,2008 Summer,3

NCA,2004 Summer,4

NCA,1972 Summer,2

NCA,2012 Summer,3

NCA,1980 Summer,3

NCA,2000 Summer,2

NCA,2016 Summer,2

NCA,1996 Summer,1

NCA,1992 Summer,2

HUN,1936 Summer,24

HUN,1964 Summer,80

HUN,2000 Summer,94

HUN,2004 Summer,113

HUN,1992 Summer,111

HUN,1980 Summer,122

HUN,1964 Winter,13

HUN,1968 Winter,3

HUN,1972 Winter,1

HUN,1976 Summer,92

HUN,2012 Summer,88

HUN,2016 Summer,90

HUN,1960 Summer,71

HUN,1968 Summer,83

HUN,2008 Summer,103

HUN,1996 Summer,121

HUN,1948 Summer,27

HUN,1972 Summer,97

HUN,1998 Winter,14

HUN,1960 Winter,1

HUN,1988 Summer,80

HUN,2002 Winter,20

HUN,2010 Winter,21

HUN,2014 Winter,22

HUN,1992 Winter,27

HUN,1994 Winter,20

HUN,1952 Summer,87

HUN,1956 Summer,61

HUN,1928 Summer,16

HUN,1932 Summer,2

HUN,2006 Winter,14

HUN,1984 Winter,3

HUN,1988 Winter,2

HUN,1948 Winter,7

HUN,1952 Winter,6

HUN,1924 Summer,4

HUN,1956 Winter,1

HUN,1932 Winter,2

HUN,1976 Winter,1

HUN,1980 Winter,1

HUN,1936 Winter,3

NGR,2012 Summer,28

NGR,2008 Summer,47

NGR,2016 Summer,28

NGR,1996 Summer,27

NGR,2000 Summer,49

NGR,1964 Summer,2

NGR,1992 Summer,30

NGR,1988 Summer,15

NGR,2004 Summer,50

NGR,1968 Summer,9

NGR,1980 Summer,10

NGR,1972 Summer,11

NGR,1984 Summer,3

ALG,2008 Summer,22

ALG,2012 Summer,17

ALG,2004 Summer,17

ALG,2016 Summer,13

ALG,2000 Summer,10

ALG,1988 Summer,3

ALG,1992 Winter,2

ALG,1992 Summer,2

ALG,1996 Summer,6

ALG,2006 Winter,2

KUW,2004 Summer,1

KUW,2012 Summer,3

BRN,2000 Summer,2

BRN,2016 Summer,13

BRN,2004 Summer,3

BRN,2008 Summer,3

BRN,2012 Summer,10

PAK,1996 Summer,1

PAK,2012 Summer,2

PAK,2000 Summer,1

PAK,2008 Summer,2

PAK,2016 Summer,3

PAK,2004 Summer,2

IRQ,2008 Summer,1

IRQ,2012 Summer,3

IRQ,2000 Summer,2

IRQ,2004 Summer,1

LIB,2012 Summer,7

LIB,2016 Summer,5

LIB,2000 Summer,2

LIB,2010 Winter,4

LIB,2014 Winter,1

LIB,1996 Summer,1

LIB,2004 Summer,2

LIB,1972 Summer,2

LIB,1988 Summer,3

LIB,1984 Summer,1

LIB,2002 Winter,2

LIB,2006 Winter,5

LIB,1976 Winter,1

LIB,1980 Winter,3

LIB,2008 Summer,2

QAT,2012 Summer,5

QAT,2016 Summer,2

MAS,1972 Summer,5

MAS,1988 Summer,8

MAS,1996 Summer,3

MAS,2008 Summer,16

MAS,2012 Summer,16

MAS,2016 Summer,19

MAS,2004 Summer,11

MAS,1984 Summer,4

MAS,2000 Summer,13

MAS,1964 Summer,6

GER,2008 Summer,245

GER,2016 Summer,246

GER,1992 Summer,247

GER,1994 Winter,62

GER,1996 Summer,245

GER,1936 Summer,52

GER,1952 Summer,91

GER,2014 Winter,126

GER,1956 Winter,21

GER,2000 Summer,238

GER,2010 Winter,105

GER,2002 Winter,121

GER,2006 Winter,116

GER,1998 Winter,96

GER,2004 Summer,243

GER,2012 Summer,231

GER,1992 Winter,74

GER,1960 Winter,35

GER,1964 Winter,44

GER,1964 Summer,112

GER,1932 Summer,18

GER,1928 Winter,5

GER,1960 Summer,102

GER,1928 Summer,44

GER,1956 Summer,43

GER,1952 Winter,18

GER,1936 Winter,7

GER,1912 Summer,10

GER,1908 Summer,2

CAN,1996 Summer,202

CAN,2008 Summer,188

CAN,1984 Summer,223

CAN,2012 Summer,208

CAN,2016 Summer,254

CAN,2006 Winter,136

CAN,2010 Winter,138

CAN,1936 Summer,27

CAN,2000 Summer,224

CAN,2014 Winter,158

CAN,2002 Winter,101

CAN,2004 Summer,191

CAN,1992 Summer,194

CAN,1976 Summer,201

CAN,1972 Winter,34

CAN,1976 Winter,41

CAN,1988 Summer,181

CAN,1932 Summer,26

CAN,1972 Summer,108

CAN,1992 Winter,59

CAN,1994 Winter,54

CAN,1998 Winter,93

CAN,1956 Summer,34

CAN,1960 Summer,32

CAN,1984 Winter,33

CAN,1928 Summer,12

CAN,1988 Winter,62

CAN,1968 Summer,79

CAN,1936 Winter,7

CAN,1964 Winter,26

CAN,1980 Winter,34

CAN,1968 Winter,30

CAN,1948 Summer,32

CAN,1932 Winter,5

CAN,1952 Winter,16

CAN,1956 Winter,16

CAN,1964 Summer,44

CAN,1952 Summer,26

CAN,1960 Winter,24

CAN,1948 Winter,5

CAN,1924 Winter,2

CAN,1928 Winter,3

IRL,2016 Summer,31

IRL,2012 Summer,34

IRL,1960 Summer,3

IRL,1996 Summer,22

IRL,2014 Winter,2

IRL,2010 Winter,4

IRL,1924 Summer,6

IRL,1980 Summer,5

IRL,1948 Summer,6

IRL,1928 Summer,7

IRL,2008 Summer,19

IRL,1988 Summer,13

IRL,2000 Summer,31

IRL,2004 Summer,18

IRL,1968 Summer,11

IRL,1992 Summer,15

IRL,1972 Summer,20

IRL,1984 Summer,20

IRL,1976 Summer,5

IRL,1932 Summer,3

IRL,1956 Summer,2

IRL,1964 Summer,2

IRL,2006 Winter,2

IRL,2002 Winter,2

AUS,1992 Summer,161

AUS,1976 Summer,71

AUS,2004 Summer,274

AUS,2000 Summer,368

AUS,2016 Summer,263

AUS,1988 Summer,105

AUS,2008 Summer,271

AUS,1980 Winter,7

AUS,2012 Summer,243

AUS,1964 Summer,91

AUS,1996 Summer,243

AUS,1960 Summer,56

AUS,1980 Summer,59

AUS,1984 Summer,110

AUS,1956 Summer,71

AUS,2014 Winter,43

AUS,1968 Summer,61

AUS,1920 Summer,3

AUS,2002 Winter,19

AUS,2006 Winter,18

AUS,1972 Summer,73

AUS,2010 Winter,23

AUS,1988 Winter,2

AUS,1932 Summer,5

AUS,1952 Winter,2

AUS,1976 Winter,7

AUS,1992 Winter,11

AUS,1948 Summer,18

AUS,1994 Winter,12

AUS,1998 Winter,10

AUS,1936 Summer,6

AUS,1952 Summer,18

AUS,1928 Summer,7

AUS,1956 Winter,3

AUS,1960 Winter,6

AUS,1964 Winter,6

AUS,1984 Winter,2

AUS,1924 Summer,1

RSA,1956 Summer,13

RSA,2000 Summer,49

RSA,2008 Summer,80

RSA,2012 Summer,61

RSA,2016 Summer,46

RSA,2004 Summer,49

RSA,1928 Summer,12

RSA,1936 Summer,12

RSA,1992 Summer,45

RSA,1996 Summer,37

RSA,1952 Summer,9

RSA,1932 Summer,5

RSA,1960 Winter,3

RSA,1998 Winter,1

RSA,1960 Summer,6

RSA,1994 Winter,2

RSA,1920 Summer,2

RSA,1948 Summer,2

ERI,2000 Summer,1

ERI,2004 Summer,1

ERI,2008 Summer,2

ERI,2016 Summer,1

ERI,2012 Summer,1

TAN,1980 Summer,8

TAN,1996 Summer,1

TAN,2000 Summer,1

TAN,2004 Summer,2

TAN,1984 Summer,3

TAN,2008 Summer,2

TAN,2012 Summer,2

TAN,2016 Summer,2

JOR,1984 Summer,1

JOR,1988 Summer,2

JOR,2004 Summer,4

JOR,1992 Summer,1

JOR,2000 Summer,4

JOR,2008 Summer,4

JOR,2012 Summer,4

JOR,2016 Summer,1

JOR,1996 Summer,2

TUN,2008 Summer,12

TUN,2012 Summer,21

TUN,2016 Summer,21

TUN,1988 Summer,5

TUN,1992 Summer,4

TUN,2004 Summer,12

TUN,2000 Summer,7

TUN,1996 Summer,7

TUN,1984 Summer,4

TUN,1976 Summer,2

LBA,2008 Summer,2

LBA,2004 Summer,2

LBA,1980 Summer,5

LBA,2012 Summer,1

LBA,2016 Summer,1

BEL,1928 Summer,16

BEL,1932 Summer,25

BEL,1936 Summer,5

BEL,1948 Summer,23

BEL,2014 Winter,5

BEL,2012 Summer,49

BEL,1976 Summer,53

BEL,1980 Summer,30

BEL,1960 Summer,20

BEL,1992 Summer,39

BEL,1996 Summer,28

BEL,2000 Summer,54

BEL,1920 Summer,18

BEL,1988 Summer,35

BEL,2016 Summer,53

BEL,2008 Summer,22

BEL,1936 Winter,3

BEL,1924 Summer,10

BEL,1968 Summer,16

BEL,2004 Summer,26

BEL,1932 Winter,1

BEL,1984 Summer,22

BEL,1984 Winter,3

BEL,1964 Winter,3

BEL,1994 Winter,6

BEL,1956 Summer,5

BEL,1964 Summer,5

BEL,1952 Summer,8

BEL,1912 Summer,1

BEL,1924 Winter,1

BEL,1948 Winter,1

BEL,1972 Summer,8

BEL,1988 Winter,1

BEL,2010 Winter,4

BEL,1992 Winter,1

BEL,1976 Winter,3

BEL,1928 Winter,1

DJI,2012 Summer,2

DJI,2008 Summer,1

DJI,2000 Summer,1

DJI,2016 Summer,1

PLE,2004 Summer,1

PLE,2016 Summer,2

PLE,2008 Summer,2

PLE,2012 Summer,2

PLE,2000 Summer,1

COM,2008 Summer,1

COM,2012 Summer,2

COM,2000 Summer,1

COM,2004 Summer,1

COM,1996 Summer,1

