code,games,participants
FRG,1980 Winter,5

FRG,1984 Winter,8

FRG,1988 Winter,11

FRG,1972 Summer,73

FRG,1976 Winter,28

FRG,1968 Winter,7

FRG,1972 Winter,9

FRG,1988 Summer,96

FRG,1968 Summer,41

GDR,1972 Summer,102

GDR,1988 Summer,88

GDR,1976 Winter,22

GDR,1976 Summer,94

GDR,1980 Summer,141

GDR,1968 Summer,35

GDR,1988 Winter,18

GDR,1980 Winter,27

GDR,1968 Winter,5

GDR,1972 Winter,16

GDR,1984 Winter,20

MON,1924 Summer,1

ISR,1996 Summer,1

ISR,2004 Summer,2

ISR,2000 Summer,1

ISR,2016 Summer,1

ISR,1992 Summer,1

ISR,2008 Summer,1

URU,1952 Summer,14

URU,1924 Summer,14

URU,1928 Summer,17

URU,1956 Summer,12

URU,1932 Summer,1

URU,1948 Summer,3

URU,1964 Summer,1

URU,2000 Summer,1

SWE,1912 Summer,186

SWE,2004 Summer,8

SWE,1920 Summer,147

SWE,1928 Winter,16

SWE,1936 Summer,34

SWE,1980 Winter,23

SWE,1924 Winter,9

SWE,1984 Winter,30

SWE,1932 Summer,32

SWE,1952 Summer,62

SWE,1948 Summer,74

SWE,1976 Summer,9

SWE,1924 Summer,67

SWE,2006 Winter,32

SWE,2014 Winter,38

SWE,1994 Winter,22

SWE,1952 Winter,23

SWE,1964 Winter,25

SWE,1968 Winter,11

SWE,1984 Summer,24

SWE,2012 Summer,20

SWE,1992 Winter,6

SWE,1992 Summer,29

SWE,1996 Summer,24

SWE,2000 Summer,22

SWE,1908 Summer,83

SWE,1988 Winter,30

SWE,1960 Summer,6

SWE,1956 Summer,27

SWE,1980 Summer,14

SWE,1972 Winter,4

SWE,2008 Summer,6

SWE,1960 Winter,6

SWE,1936 Winter,9

SWE,1928 Summer,34

SWE,1972 Summer,17

SWE,1906 Summer,21

