code,games,participants
SWE,1996 Summer,5
SWE,1984 Summer,13
SWE,1992 Winter,6
SWE,1988 Winter,23
SWE,1928 Winter,1
SWE,1960 Summer,3
SWE,1968 Winter,6
SWE,1972 Winter,2
SWE,1932 Summer,12
SWE,1960 Winter,2
SWE,1936 Winter,6
SWE,1928 Summer,22
SWE,1956 Summer,6
SWE,1972 Summer,8
SWE,1906 Summer,14
SWE,1988 Summer,11
SWE,2014 Winter,11
SWE,1956 Winter,9
SWE,2008 Summer,2
SWE,1948 Winter,3
SWE,2012 Summer,3
SWE,1900 Summer,1
SWE,2016 Summer,3
SWE,2006 Winter,8
SWE,1998 Winter,5
SWE,1964 Summer,8
SWE,1980 Summer,9
SWE,1964 Winter,1
SWE,2010 Winter,4
SWE,1968 Summer,1
SWE,1976 Winter,2
SWE,2004 Summer,2
ARM,2012 Summer,2
ARM,2008 Summer,6
ARM,2000 Summer,1
CIV,2016 Summer,1
KEN,1984 Summer,2
KEN,1972 Summer,4
KEN,2000 Summer,2
KEN,2012 Summer,5
KEN,1988 Summer,2
KEN,2004 Summer,2
KEN,1996 Summer,3
KEN,1964 Summer,1
KEN,1992 Summer,2
KEN,2008 Summer,5
KEN,1968 Summer,2
KEN,2016 Summer,1
UKR,2008 Summer,16
UKR,1996 Summer,19
UKR,2004 Summer,31
UKR,2000 Summer,12
UKR,2016 Summer,5
UKR,2012 Summer,12
UKR,2006 Winter,3
UKR,2014 Winter,1
UKR,1994 Winter,1
GBR,1980 Summer,24
GBR,2014 Winter,5
GBR,2012 Summer,48
GBR,1968 Summer,5
GBR,1992 Summer,39
GBR,1984 Summer,42
GBR,2000 Summer,12
GBR,1948 Winter,2
GBR,1908 Summer,90
GBR,1924 Winter,11
GBR,1920 Summer,17
GBR,1912 Summer,59
GBR,1964 Summer,5
GBR,1952 Summer,26
GBR,1900 Summer,15
GBR,2016 Summer,26
GBR,1998 Winter,4
GBR,1956 Summer,22
GBR,1976 Summer,11
GBR,1924 Summer,19
GBR,1896 Summer,3
GBR,2008 Summer,25
GBR,1972 Summer,12
GBR,1996 Summer,9
GBR,1928 Summer,24
GBR,1988 Summer,15
GBR,1960 Summer,15
GBR,1936 Winter,4
GBR,1948 Summer,12
GBR,2002 Winter,1
GBR,1932 Summer,14
GBR,2004 Summer,15
GBR,1994 Winter,3
GBR,1906 Summer,8
GBR,1936 Summer,8
GBR,1928 Winter,1
GHA,1992 Summer,20
GHA,1972 Summer,1
GHA,1964 Summer,1
LAT,1936 Summer,1
LAT,1992 Summer,1
LAT,2012 Summer,2
LAT,2006 Winter,1
LAT,2014 Winter,6
LAT,2008 Summer,1
LAT,2000 Summer,1
NIG,1972 Summer,1
AFG,2008 Summer,1
AFG,2012 Summer,1
POL,1980 Summer,22
POL,1968 Summer,30
POL,1976 Summer,26
POL,1948 Summer,1
POL,1928 Summer,15
POL,1964 Summer,23
POL,1992 Summer,19
POL,1972 Summer,11
POL,1960 Summer,15
POL,2000 Summer,7
POL,2012 Summer,8
POL,1932 Summer,14
POL,2014 Winter,3
POL,2016 Summer,10
POL,1996 Summer,7
POL,1988 Summer,10
POL,1956 Winter,1
POL,2004 Summer,6
POL,1956 Summer,9
POL,1936 Summer,6
POL,1952 Summer,1
POL,2006 Winter,1
POL,2010 Winter,4
POL,1924 Summer,1
POL,2002 Winter,1
POL,1960 Winter,1
POL,2008 Summer,1
CRC,2000 Summer,2
PAN,1948 Summer,2
GEO,2000 Summer,6
GEO,2016 Summer,4
GEO,2008 Summer,3
GEO,2012 Summer,3
GEO,1996 Summer,2
SLO,2004 Summer,3
SLO,1992 Summer,6
SLO,2012 Summer,3
SLO,2008 Summer,2
SLO,1994 Winter,3
SLO,2014 Winter,4
SLO,2002 Winter,4
SLO,2010 Winter,1
SLO,2016 Summer,1
CRO,2012 Summer,16
CRO,2004 Summer,3
CRO,2000 Summer,9
CRO,2010 Winter,1
CRO,2016 Summer,2
CRO,1992 Summer,3
CRO,2008 Summer,3
GUY,1980 Summer,1
NZL,1992 Summer,5
NZL,1968 Summer,2
NZL,1988 Summer,16
NZL,2008 Summer,9
NZL,2012 Summer,15
NZL,2016 Summer,5
NZL,1964 Summer,2
NZL,1976 Summer,9
NZL,1972 Summer,1
NZL,1920 Summer,1
NZL,1952 Summer,2
NZL,1984 Summer,6
NZL,1996 Summer,4
NZL,2000 Summer,3
NZL,1960 Summer,1
NZL,1924 Summer,1
POR,1996 Summer,2
POR,1936 Summer,3
POR,1928 Summer,6
POR,1924 Summer,4
POR,1952 Summer,2
POR,2000 Summer,2
POR,1984 Summer,2
POR,2016 Summer,1
