code,games,participants
POR,1948 Summer,3
POR,2004 Summer,1
VEN,1984 Summer,3
VEN,2004 Summer,2
VEN,2008 Summer,1
VEN,1952 Summer,1
VEN,2016 Summer,2
VEN,1960 Summer,1
COL,2012 Summer,4
COL,2004 Summer,2
COL,1988 Summer,1
COL,2016 Summer,3
COL,1972 Summer,2
COL,2008 Summer,1
COL,1992 Summer,1
PUR,1992 Summer,1
PUR,2012 Summer,1
PUR,1984 Summer,1
PUR,1976 Summer,1
PUR,1996 Summer,1
PUR,1948 Summer,1
UGA,1996 Summer,1
UGA,1968 Summer,1
MRI,2008 Summer,1
TCH,1964 Summer,12
TCH,1952 Summer,10
TCH,1992 Winter,27
TCH,1976 Summer,9
TCH,1972 Winter,19
TCH,1988 Winter,5
TCH,1964 Winter,17
TCH,1928 Winter,1
TCH,1980 Summer,16
TCH,1984 Winter,4
TCH,1968 Summer,15
TCH,1932 Summer,2
TCH,1924 Summer,5
TCH,1920 Summer,10
TCH,1972 Summer,6
TCH,1960 Summer,11
TCH,1980 Winter,1
TCH,1936 Summer,1
TCH,1928 Summer,2
TCH,1988 Summer,3
TCH,1968 Winter,1
TCH,1992 Summer,1
TCH,1948 Summer,3
TCH,1956 Summer,1
CZE,2004 Summer,6
CZE,2010 Winter,7
CZE,2006 Winter,24
CZE,2012 Summer,6
CZE,2016 Summer,12
CZE,1996 Summer,4
CZE,2000 Summer,4
CZE,2014 Winter,2
CZE,1998 Winter,1
TTO,2012 Summer,5
TTO,1964 Summer,5
TTO,1996 Summer,2
TTO,2000 Summer,1
TTO,2004 Summer,1
TTO,1952 Summer,2
TTO,2016 Summer,1
DOM,1984 Summer,1
DOM,2016 Summer,1
JAM,1996 Summer,12
JAM,2004 Summer,6
JAM,2012 Summer,8
JAM,2016 Summer,2
JAM,2000 Summer,3
JAM,2008 Summer,6
JAM,1972 Summer,1
JAM,1980 Summer,3
JAM,1984 Summer,2
JAM,1992 Summer,1
SUR,1992 Summer,1
MGL,1968 Summer,3
MGL,2016 Summer,1
MGL,1996 Summer,1
MGL,1992 Summer,2
MGL,1980 Summer,2
MGL,2004 Summer,1
MGL,1988 Summer,1
MGL,2012 Summer,3
AUT,1912 Summer,5
AUT,1988 Winter,4
AUT,2002 Winter,13
AUT,2014 Winter,11
AUT,2006 Winter,7
AUT,1928 Winter,2
AUT,1972 Summer,2
AUT,1976 Summer,1
AUT,1972 Winter,2
AUT,1980 Winter,3
AUT,1900 Summer,3
AUT,1928 Summer,2
AUT,2016 Summer,2
AUT,1924 Summer,1
AUT,1994 Winter,7
AUT,2010 Winter,6
AUT,1948 Summer,4
AUT,1968 Winter,4
AUT,1948 Winter,4
AUT,1960 Winter,3
AUT,1964 Winter,3
AUT,1932 Summer,3
AUT,1956 Winter,4
AUT,1998 Winter,12
AUT,1968 Summer,3
AUT,2008 Summer,2
AUT,1936 Winter,2
AUT,1936 Summer,7
AUT,1996 Summer,2
AUT,1956 Summer,4
AUT,1992 Winter,10
AUT,1980 Summer,1
AUT,2004 Summer,1
AUT,1952 Winter,2
AUT,1952 Summer,2
AUT,1984 Summer,1
AUT,1906 Summer,3
AUT,1976 Winter,3
AUT,1908 Summer,1
AUT,1896 Summer,2
AUT,1984 Winter,1
AUT,1904 Summer,1
LTU,2000 Summer,15
LTU,2008 Summer,3
LTU,1992 Summer,12
LTU,2016 Summer,5
LTU,1996 Summer,11
LTU,2012 Summer,2
TOG,2008 Summer,1
ISL,2000 Summer,1
ISL,1984 Summer,1
HAI,1924 Summer,5
KOR,1988 Summer,12
KOR,2008 Summer,26
KOR,2006 Winter,2
KOR,1976 Summer,15
KOR,2012 Summer,30
KOR,1984 Summer,7
KOR,2004 Summer,10
KOR,1992 Summer,16
KOR,1952 Summer,2
KOR,2000 Summer,35
KOR,2016 Summer,10
KOR,1948 Summer,2
KOR,1968 Summer,1
KOR,1998 Winter,2
KOR,1996 Summer,7
KOR,1956 Summer,1
KOR,1994 Winter,1
KOR,1964 Summer,1
KOR,1992 Winter,1
KOR,2010 Winter,2
KOR,2014 Winter,2
THA,2004 Summer,4
THA,1992 Summer,1
THA,1996 Summer,1
THA,2016 Summer,2
THA,1988 Summer,1
THA,1976 Summer,1
THA,2012 Summer,1
THA,2000 Summer,2
BER,1976 Summer,1
ANZ,1908 Summer,2
ANZ,1912 Summer,3
SCG,1996 Summer,13
SCG,2000 Summer,13
IOA,2016 Summer,1
IOA,1992 Summer,2
MDA,2012 Summer,2
MDA,2008 Summer,1
MDA,2000 Summer,1
MDA,1996 Summer,1
YUG,1928 Summer,10
YUG,1984 Summer,35
YUG,1988 Summer,21
YUG,1980 Summer,17
YUG,1964 Summer,2
YUG,1988 Winter,1
YUG,1976 Summer,3
YUG,1972 Summer,2
YUG,1968 Summer,2
BAH,2000 Summer,5
BAH,2016 Summer,5
BAH,1956 Summer,2
BAH,2004 Summer,1
BAH,1992 Summer,1
BAH,2008 Summer,1
SRB,2012 Summer,14
SRB,2016 Summer,13
SRB,2008 Summer,14
MOZ,1996 Summer,1
SVK,2004 Summer,5
SVK,2012 Summer,4
SVK,1996 Summer,1
SVK,2010 Winter,1
SVK,2000 Summer,1
SVK,2008 Summer,1
BAR,2000 Summer,1
PRK,1996 Summer,2
PRK,1980 Summer,2
PRK,1972 Summer,13
PRK,1992 Winter,1
PRK,2000 Summer,3
PRK,2004 Summer,1
PRK,1992 Summer,6
PRK,2016 Summer,2
PRK,2008 Summer,3
PRK,2012 Summer,2
ZIM,2004 Summer,1
HKG,2012 Summer,1
ZAM,1984 Summer,1
TPE,2000 Summer,4
TPE,2004 Summer,3
TPE,2008 Summer,4
TPE,1968 Summer,1
TPE,2016 Summer,4
TPE,1984 Summer,1
TPE,2012 Summer,1
MKD,2000 Summer,1
BOH,1908 Summer,6
BOH,1900 Summer,2
BOH,1906 Summer,3
LIE,1988 Winter,1
LIE,1976 Winter,2
LIE,1984 Winter,2
WIF,1960 Summer,5
