code,games,participants
SUI,1998 Winter,6
SUI,1924 Winter,8
SUI,1936 Winter,4
SUI,1980 Winter,2
SUI,1900 Summer,16
SUI,1928 Summer,16
SUI,1920 Summer,6
SUI,1972 Winter,7
SUI,2008 Summer,3
SUI,2016 Summer,6
SUI,1964 Summer,1
SUI,2014 Winter,6
SUI,1936 Summer,5
SUI,1980 Summer,2
SUI,1948 Winter,4
SUI,1952 Summer,2
SUI,1988 Winter,8
SUI,1984 Winter,2
SUI,2004 Summer,1
SUI,1948 Summer,5
SUI,2006 Winter,5
SUI,1996 Summer,5
SUI,1906 Summer,8
SUI,2012 Summer,2
SUI,1976 Winter,1
SUI,1912 Summer,2
SUI,2000 Summer,1
SUI,1992 Summer,1
SUI,1960 Winter,2
SUI,1904 Summer,1
SUI,1976 Summer,1
SUI,1896 Summer,1
BRA,2012 Summer,14
BRA,2016 Summer,36
BRA,1992 Summer,13
BRA,2004 Summer,18
BRA,1980 Summer,4
BRA,2008 Summer,14
BRA,1984 Summer,1
BRA,1952 Summer,1
BRA,1956 Summer,1
BRA,1996 Summer,5
BRA,1988 Summer,1
BRA,1920 Summer,1
FRG,1984 Winter,3
FRG,1972 Summer,44
FRG,1976 Summer,21
FRG,1988 Summer,32
FRG,1984 Summer,30
FRG,1968 Summer,17
FRG,1972 Winter,4
FRG,1968 Winter,2
FRG,1988 Winter,4
FRG,1976 Winter,2
GDR,1976 Summer,102
GDR,1972 Summer,30
GDR,1988 Summer,79
GDR,1980 Winter,16
GDR,1976 Winter,12
GDR,1980 Summer,115
GDR,1968 Winter,2
GDR,1968 Summer,13
GDR,1972 Winter,5
GDR,1984 Winter,13
GDR,1988 Winter,10
ISR,2004 Summer,1
URU,1924 Summer,14
URU,1928 Summer,17
SWE,1920 Summer,52
SWE,1912 Summer,103
SWE,1948 Summer,30
SWE,1932 Summer,13
SWE,1976 Summer,9
SWE,2006 Winter,35
SWE,1994 Winter,23
SWE,1952 Summer,23
SWE,1984 Summer,3
SWE,1996 Summer,3
SWE,1980 Summer,3
SWE,1908 Summer,48
SWE,1964 Winter,6
SWE,1936 Summer,7
SWE,1956 Summer,14
SWE,1928 Summer,7
SWE,2000 Summer,4
SWE,1960 Winter,5
SWE,1956 Winter,2
SWE,1948 Winter,7
SWE,1968 Summer,4
SWE,2010 Winter,11
SWE,1960 Summer,2
SWE,1924 Winter,1
SWE,1928 Winter,2
SWE,1984 Winter,7
SWE,1988 Winter,7
SWE,1968 Winter,3
